timestamp,algorithm,graph_id,dataset,vertices,edges,comparisons,finds,unions,operations,time_ms,mst_weight
2025-10-24 20:17:02,Prim,1,assign_3_input_small.json,4,5,0,0,0,61,2,6.00
2025-10-24 20:17:02,Kruskal,1,assign_3_input_small.json,4,5,1,3,3,14,2,6.00
2025-10-24 20:17:02,Prim,2,assign_3_input_small.json,6,8,0,0,0,94,2,20.00
2025-10-24 20:17:02,Kruskal,2,assign_3_input_small.json,6,8,1,6,5,25,2,20.00
